infinitivo,person,number,tense,mood,conjugacion
llorar,1,1,2,0,lloraríamos
llorar,2,1,2,0,lloraríais
llorar,3,1,2,0,llorarían
llorar,1,0,0,1,llore
llorar,2,0,0,1,llores
llorar,3,0,0,1,llore
llorar,1,1,0,1,lloremos
llorar,2,1,0,1,lloréis
llorar,3,1,0,1,lloren
llorar,1,0,1,1,llorara
llorar,2,0,1,1,lloraras
llorar,3,0,1,1,llorara
llorar,1,1,1,1,lloráramos
llorar,2,1,1,1,llorarais
llorar,3,1,1,1,lloraran
llorar,1,0,1,1,llorare
llorar,2,0,1,1,llorares
llorar,3,0,1,1,llorare
llorar,1,1,1,1,lloráremos
llorar,2,1,1,1,llorareis
llorar,3,1,1,1,lloraren
llorar,0,0,0,2,–
llorar,2,0,0,2,¡llora!
llorar,0,0,0,2,¡llore!
llorar,1,1,0,2,¡lloremos!
llorar,2,1,0,2,¡llorad!
llorar,0,0,0,2,¡lloren!
curar,1,0,0,0,curo
curar,2,0,0,0,curas
curar,3,0,0,0,cura
curar,1,1,0,0,curamos
curar,2,1,0,0,curáis
curar,3,1,0,0,curan
curar,1,0,1,0,curaba
curar,2,0,1,0,curabas
curar,3,0,1,0,curaba
curar,1,1,1,0,curábamos
curar,2,1,1,0,curabais
curar,3,1,1,0,curaban
curar,1,0,2,0,curé
curar,2,0,2,0,curaste
curar,3,0,2,0,curó
curar,1,1,2,0,curamos
curar,2,1,2,0,curasteis
curar,3,1,2,0,curaron
curar,1,0,1,0,curaré
curar,2,0,1,0,curarás
curar,3,0,1,0,curará
curar,1,1,1,0,curaremos
curar,2,1,1,0,curaréis
curar,3,1,1,0,curarán
curar,1,0,2,0,curaría
curar,2,0,2,0,curarías
curar,3,0,2,0,curaría
curar,1,1,2,0,curaríamos
curar,2,1,2,0,curaríais
curar,3,1,2,0,curarían
curar,1,0,0,1,cure
curar,2,0,0,1,cures
curar,3,0,0,1,cure
curar,1,1,0,1,curemos
curar,2,1,0,1,curéis
curar,3,1,0,1,curen
curar,1,0,1,1,curara
curar,2,0,1,1,curaras
curar,3,0,1,1,curara
curar,1,1,1,1,curáramos
curar,2,1,1,1,curarais
curar,3,1,1,1,curaran
curar,1,0,1,1,curare
curar,2,0,1,1,curares
curar,3,0,1,1,curare
curar,1,1,1,1,curáremos
curar,2,1,1,1,curareis
curar,3,1,1,1,curaren
curar,0,0,0,2,–
curar,2,0,0,2,¡cura!
curar,0,0,0,2,¡cure!
curar,1,1,0,2,¡curemos!
curar,2,1,0,2,¡curad!
curar,0,0,0,2,¡curen!
curvar,1,0,0,0,curvo
curvar,2,0,0,0,curvas
curvar,3,0,0,0,curva
curvar,1,1,0,0,curvamos
curvar,2,1,0,0,curváis
curvar,3,1,0,0,curvan
curvar,1,0,1,0,curvaba
curvar,2,0,1,0,curvabas
curvar,3,0,1,0,curvaba
curvar,1,1,1,0,curvábamos
curvar,2,1,1,0,curvabais
curvar,3,1,1,0,curvaban
curvar,1,0,2,0,curvé
curvar,2,0,2,0,curvaste
curvar,3,0,2,0,curvó
curvar,1,1,2,0,curvamos
curvar,2,1,2,0,curvasteis
curvar,3,1,2,0,curvaron
curvar,1,0,1,0,curvaré
curvar,2,0,1,0,curvarás
curvar,3,0,1,0,curvará
curvar,1,1,1,0,curvaremos
curvar,2,1,1,0,curvaréis
curvar,3,1,1,0,curvarán
curvar,1,0,2,0,curvaría
curvar,2,0,2,0,curvarías
curvar,3,0,2,0,curvaría
curvar,1,1,2,0,curvaríamos
curvar,2,1,2,0,curvaríais
curvar,3,1,2,0,curvarían
curvar,1,0,0,1,curve
curvar,2,0,0,1,curves
curvar,3,0,0,1,curve
curvar,1,1,0,1,curvemos
curvar,2,1,0,1,curvéis
curvar,3,1,0,1,curven
curvar,1,0,1,1,curvara
curvar,2,0,1,1,curvaras
curvar,3,0,1,1,curvara
curvar,1,1,1,1,curváramos
curvar,2,1,1,1,curvarais
curvar,3,1,1,1,curvaran
curvar,1,0,1,1,curvare
curvar,2,0,1,1,curvares
curvar,3,0,1,1,curvare
curvar,1,1,1,1,curváremos
curvar,2,1,1,1,curvareis
curvar,3,1,1,1,curvaren
curvar,0,0,0,2,–
curvar,2,0,0,2,¡curva!
curvar,0,0,0,2,¡curve!
curvar,1,1,0,2,¡curvemos!
curvar,2,1,0,2,¡curvad!
curvar,0,0,0,2,¡curven!
pasear,1,0,0,0,paseo
pasear,2,0,0,0,paseas
pasear,3,0,0,0,pasea
pasear,1,1,0,0,paseamos
pasear,2,1,0,0,paseáis
pasear,3,1,0,0,pasean
pasear,1,0,1,0,paseaba
pasear,2,0,1,0,paseabas
pasear,3,0,1,0,paseaba
pasear,1,1,1,0,paseábamos
pasear,2,1,1,0,paseabais
pasear,3,1,1,0,paseaban
pasear,1,0,2,0,paseé
pasear,2,0,2,0,paseaste
pasear,3,0,2,0,paseó
pasear,1,1,2,0,paseamos
pasear,2,1,2,0,paseasteis
pasear,3,1,2,0,pasearon
pasear,1,0,1,0,pasearé
pasear,2,0,1,0,pasearás
pasear,3,0,1,0,paseará
pasear,1,1,1,0,pasearemos
pasear,2,1,1,0,pasearéis
pasear,3,1,1,0,pasearán
pasear,1,0,2,0,pasearía
pasear,2,0,2,0,pasearías
pasear,3,0,2,0,pasearía
pasear,1,1,2,0,pasearíamos
pasear,2,1,2,0,pasearíais
pasear,3,1,2,0,pasearían
pasear,1,0,0,1,pasee
pasear,2,0,0,1,pasees
pasear,3,0,0,1,pasee
pasear,1,1,0,1,paseemos
pasear,2,1,0,1,paseéis
pasear,3,1,0,1,paseen
pasear,1,0,1,1,paseara
pasear,2,0,1,1,pasearas
pasear,3,0,1,1,paseara
pasear,1,1,1,1,paseáramos
pasear,2,1,1,1,pasearais
pasear,3,1,1,1,pasearan
pasear,1,0,1,1,paseare
pasear,2,0,1,1,paseares
pasear,3,0,1,1,paseare
pasear,1,1,1,1,paseáremos
pasear,2,1,1,1,paseareis
pasear,3,1,1,1,pasearen
pasear,0,0,0,2,–
pasear,2,0,0,2,¡pasea!
pasear,0,0,0,2,¡pasee!
pasear,1,1,0,2,¡paseemos!
pasear,2,1,0,2,¡pasead!
pasear,0,0,0,2,¡paseen!
dañar,1,0,0,0,daño
dañar,2,0,0,0,dañas
dañar,3,0,0,0,daña
dañar,1,1,0,0,dañamos
dañar,2,1,0,0,dañáis
dañar,3,1,0,0,dañan
dañar,1,0,1,0,dañaba
dañar,2,0,1,0,dañabas
dañar,3,0,1,0,dañaba
dañar,1,1,1,0,dañábamos
dañar,2,1,1,0,dañabais
dañar,3,1,1,0,dañaban
dañar,1,0,2,0,dañé
dañar,2,0,2,0,dañaste
dañar,3,0,2,0,dañó
dañar,1,1,2,0,dañamos
dañar,2,1,2,0,dañasteis
dañar,3,1,2,0,dañaron
dañar,1,0,1,0,dañaré
dañar,2,0,1,0,dañarás
dañar,3,0,1,0,dañará
dañar,1,1,1,0,dañaremos
dañar,2,1,1,0,dañaréis
dañar,3,1,1,0,dañarán
dañar,1,0,2,0,dañaría
dañar,2,0,2,0,dañarías
dañar,3,0,2,0,dañaría
dañar,1,1,2,0,dañaríamos
dañar,2,1,2,0,dañaríais
dañar,3,1,2,0,dañarían
dañar,1,0,0,1,dañe
dañar,2,0,0,1,dañes
dañar,3,0,0,1,dañe
dañar,1,1,0,1,dañemos
dañar,2,1,0,1,dañéis
dañar,3,1,0,1,dañen
dañar,1,0,1,1,dañara
dañar,2,0,1,1,dañaras
dañar,3,0,1,1,dañara
dañar,1,1,1,1,dañáramos
dañar,2,1,1,1,dañarais
dañar,3,1,1,1,dañaran
dañar,1,0,1,1,dañare
dañar,2,0,1,1,dañares
dañar,3,0,1,1,dañare
dañar,1,1,1,1,dañáremos
dañar,2,1,1,1,dañareis
dañar,3,1,1,1,dañaren
dañar,0,0,0,2,–
dañar,2,0,0,2,¡daña!
dañar,0,0,0,2,¡dañe!
dañar,1,1,0,2,¡dañemos!
dañar,2,1,0,2,¡dañad!
dañar,0,0,0,2,¡dañen!
bailar,1,0,0,0,bailo
bailar,2,0,0,0,bailas
bailar,3,0,0,0,baila
bailar,1,1,0,0,bailamos
bailar,2,1,0,0,bailáis
bailar,3,1,0,0,bailan
bailar,1,0,1,0,bailaba
bailar,2,0,1,0,bailabas
bailar,3,0,1,0,bailaba
bailar,1,1,1,0,bailábamos
bailar,2,1,1,0,bailabais
bailar,3,1,1,0,bailaban
bailar,1,0,2,0,bailé
bailar,2,0,2,0,bailaste
bailar,3,0,2,0,bailó
bailar,1,1,2,0,bailamos
bailar,2,1,2,0,bailasteis
bailar,3,1,2,0,bailaron
bailar,1,0,1,0,bailaré
bailar,2,0,1,0,bailarás
bailar,3,0,1,0,bailará
bailar,1,1,1,0,bailaremos
bailar,2,1,1,0,bailaréis
bailar,3,1,1,0,bailarán
bailar,1,0,2,0,bailaría
bailar,2,0,2,0,bailarías
bailar,3,0,2,0,bailaría
bailar,1,1,2,0,bailaríamos
bailar,2,1,2,0,bailaríais
bailar,3,1,2,0,bailarían
bailar,1,0,0,1,baile
bailar,2,0,0,1,bailes
bailar,3,0,0,1,baile
bailar,1,1,0,1,bailemos
bailar,2,1,0,1,bailéis
bailar,3,1,0,1,bailen
bailar,1,0,1,1,bailara
bailar,2,0,1,1,bailaras
bailar,3,0,1,1,bailara
bailar,1,1,1,1,bailáramos
bailar,2,1,1,1,bailarais
bailar,3,1,1,1,bailaran
bailar,1,0,1,1,bailare
bailar,2,0,1,1,bailares
bailar,3,0,1,1,bailare
bailar,1,1,1,1,bailáremos
bailar,2,1,1,1,bailareis
bailar,3,1,1,1,bailaren
bailar,0,0,0,2,–
bailar,2,0,0,2,¡baila!
bailar,0,0,0,2,¡baile!
bailar,1,1,0,2,¡bailemos!
bailar,2,1,0,2,¡bailad!
bailar,0,0,0,2,¡bailen!
engañar,1,0,0,0,engaño
engañar,2,0,0,0,engañas
engañar,3,0,0,0,engaña
engañar,1,1,0,0,engañamos
engañar,2,1,0,0,engañáis
engañar,3,1,0,0,engañan
engañar,1,0,1,0,engañaba
engañar,2,0,1,0,engañabas
engañar,3,0,1,0,engañaba
engañar,1,1,1,0,engañábamos
engañar,2,1,1,0,engañabais
engañar,3,1,1,0,engañaban
engañar,1,0,2,0,engañé
engañar,2,0,2,0,engañaste
engañar,3,0,2,0,engañó
engañar,1,1,2,0,engañamos
engañar,2,1,2,0,engañasteis
engañar,3,1,2,0,engañaron
engañar,1,0,1,0,engañaré
engañar,2,0,1,0,engañarás
engañar,3,0,1,0,engañará
engañar,1,1,1,0,engañaremos
engañar,2,1,1,0,engañaréis
engañar,3,1,1,0,engañarán
engañar,1,0,2,0,engañaría
engañar,2,0,2,0,engañarías
engañar,3,0,2,0,engañaría
engañar,1,1,2,0,engañaríamos
engañar,2,1,2,0,engañaríais
engañar,3,1,2,0,engañarían
engañar,1,0,0,1,engañe
engañar,2,0,0,1,engañes
engañar,3,0,0,1,engañe
engañar,1,1,0,1,engañemos
engañar,2,1,0,1,engañéis
engañar,3,1,0,1,engañen
engañar,1,0,1,1,engañara
engañar,2,0,1,1,engañaras
engañar,3,0,1,1,engañara
engañar,1,1,1,1,engañáramos
engañar,2,1,1,1,engañarais
engañar,3,1,1,1,engañaran
engañar,1,0,1,1,engañare
engañar,2,0,1,1,engañares
engañar,3,0,1,1,engañare
engañar,1,1,1,1,engañáremos
engañar,2,1,1,1,engañareis
engañar,3,1,1,1,engañaren
engañar,0,0,0,2,–
engañar,2,0,0,2,¡engaña!
engañar,0,0,0,2,¡engañe!
engañar,1,1,0,2,¡engañemos!
engañar,2,1,0,2,¡engañad!
engañar,0,0,0,2,¡engañen!
decidir,1,0,0,0,decido
decidir,2,0,0,0,decides
decidir,3,0,0,0,decide
decidir,1,1,0,0,decidimos
decidir,2,1,0,0,decidís
decidir,3,1,0,0,deciden
decidir,1,0,1,0,decidía
decidir,2,0,1,0,decidías
decidir,3,0,1,0,decidía
decidir,1,1,1,0,decidíamos
decidir,2,1,1,0,decidíais
decidir,3,1,1,0,decidían
decidir,1,0,2,0,decidí
decidir,2,0,2,0,decidiste
decidir,3,0,2,0,decidió
decidir,1,1,2,0,decidimos
decidir,2,1,2,0,decidisteis
decidir,3,1,2,0,decidieron
decidir,1,0,1,0,decidiré
decidir,2,0,1,0,decidirás
decidir,3,0,1,0,decidirá
decidir,1,1,1,0,decidiremos
decidir,2,1,1,0,decidiréis
decidir,3,1,1,0,decidirán
decidir,1,0,2,0,decidiría
decidir,2,0,2,0,decidirías
decidir,3,0,2,0,decidiría
decidir,1,1,2,0,decidiríamos
decidir,2,1,2,0,decidiríais
decidir,3,1,2,0,decidirían
decidir,1,0,0,1,decida
decidir,2,0,0,1,decidas
decidir,3,0,0,1,decida
decidir,1,1,0,1,decidamos
decidir,2,1,0,1,decidáis
decidir,3,1,0,1,decidan
decidir,1,0,1,1,decidiera
decidir,2,0,1,1,decidieras
decidir,3,0,1,1,decidiera
decidir,1,1,1,1,decidiéramos
decidir,2,1,1,1,decidierais
decidir,3,1,1,1,decidieran
decidir,1,0,1,1,decidiere
decidir,2,0,1,1,decidieres
decidir,3,0,1,1,decidiere
decidir,1,1,1,1,decidiéremos
decidir,2,1,1,1,decidiereis
decidir,3,1,1,1,decidieren
decidir,0,0,0,2,–
decidir,2,0,0,2,¡decide!
decidir,0,0,0,2,¡decida!
decidir,1,1,0,2,¡decidamos!
decidir,2,1,0,2,¡decidid!
decidir,0,0,0,2,¡decidan!
decorar,1,0,0,0,decoro
decorar,2,0,0,0,decoras
decorar,3,0,0,0,decora
decorar,1,1,0,0,decoramos
decorar,2,1,0,0,decoráis
decorar,3,1,0,0,decoran
decorar,1,0,1,0,decoraba
decorar,2,0,1,0,decorabas
decorar,3,0,1,0,decoraba
decorar,1,1,1,0,decorábamos
decorar,2,1,1,0,decorabais
decorar,3,1,1,0,decoraban
decorar,1,0,2,0,decoré
decorar,2,0,2,0,decoraste
decorar,3,0,2,0,decoró
decorar,1,1,2,0,decoramos
decorar,2,1,2,0,decorasteis
decorar,3,1,2,0,decoraron
decorar,1,0,1,0,decoraré
decorar,2,0,1,0,decorarás
decorar,3,0,1,0,decorará
decorar,1,1,1,0,decoraremos
decorar,2,1,1,0,decoraréis
decorar,3,1,1,0,decorarán
decorar,1,0,2,0,decoraría
decorar,2,0,2,0,decorarías
decorar,3,0,2,0,decoraría
decorar,1,1,2,0,decoraríamos
decorar,2,1,2,0,decoraríais
decorar,3,1,2,0,decorarían
decorar,1,0,0,1,decore
decorar,2,0,0,1,decores
decorar,3,0,0,1,decore
decorar,1,1,0,1,decoremos
decorar,2,1,0,1,decoréis
decorar,3,1,0,1,decoren
decorar,1,0,1,1,decorara
decorar,2,0,1,1,decoraras
decorar,3,0,1,1,decorara
decorar,1,1,1,1,decoráramos
decorar,2,1,1,1,decorarais
decorar,3,1,1,1,decoraran
decorar,1,0,1,1,decorare
decorar,2,0,1,1,decorares
decorar,3,0,1,1,decorare
decorar,1,1,1,1,decoráremos
decorar,2,1,1,1,decorareis
decorar,3,1,1,1,decoraren
decorar,0,0,0,2,–
decorar,2,0,0,2,¡decora!
decorar,0,0,0,2,¡decore!
decorar,1,1,0,2,¡decoremos!
decorar,2,1,0,2,¡decorad!
decorar,0,0,0,2,¡decoren!
demorar,1,0,0,0,demoro
demorar,2,0,0,0,demoras
demorar,3,0,0,0,demora
demorar,1,1,0,0,demoramos
demorar,2,1,0,0,demoráis
demorar,3,1,0,0,demoran
demorar,1,0,1,0,demoraba
demorar,2,0,1,0,demorabas
demorar,3,0,1,0,demoraba
demorar,1,1,1,0,demorábamos
demorar,2,1,1,0,demorabais
demorar,3,1,1,0,demoraban
demorar,1,0,2,0,demoré
demorar,2,0,2,0,demoraste
demorar,3,0,2,0,demoró
demorar,1,1,2,0,demoramos
demorar,2,1,2,0,demorasteis
demorar,3,1,2,0,demoraron
demorar,1,0,1,0,demoraré
demorar,2,0,1,0,demorarás
demorar,3,0,1,0,demorará
demorar,1,1,1,0,demoraremos
demorar,2,1,1,0,demoraréis
demorar,3,1,1,0,demorarán
demorar,1,0,2,0,demoraría
demorar,2,0,2,0,demorarías
demorar,3,0,2,0,demoraría
demorar,1,1,2,0,demoraríamos
demorar,2,1,2,0,demoraríais
demorar,3,1,2,0,demorarían
demorar,1,0,0,1,demore
demorar,2,0,0,1,demores
demorar,3,0,0,1,demore
demorar,1,1,0,1,demoremos
demorar,2,1,0,1,demoréis
demorar,3,1,0,1,demoren
demorar,1,0,1,1,demorara
demorar,2,0,1,1,demoraras
demorar,3,0,1,1,demorara
demorar,1,1,1,1,demoráramos
demorar,2,1,1,1,demorarais
demorar,3,1,1,1,demoraran
demorar,1,0,1,1,demorare
demorar,2,0,1,1,demorares
demorar,3,0,1,1,demorare
demorar,1,1,1,1,demoráremos
demorar,2,1,1,1,demorareis
demorar,3,1,1,1,demoraren
demorar,0,0,0,2,–
demorar,2,0,0,2,¡demora!
demorar,0,0,0,2,¡demore!
demorar,1,1,0,2,¡demoremos!
demorar,2,1,0,2,¡demorad!
demorar,0,0,0,2,¡demoren!
suprimir,1,0,0,0,suprimo
suprimir,2,0,0,0,suprimes
suprimir,3,0,0,0,suprime
suprimir,1,1,0,0,suprimimos
suprimir,2,1,0,0,suprimís
suprimir,3,1,0,0,suprimen
suprimir,1,0,1,0,suprimía
suprimir,2,0,1,0,suprimías
suprimir,3,0,1,0,suprimía
suprimir,1,1,1,0,suprimíamos
suprimir,2,1,1,0,suprimíais
suprimir,3,1,1,0,suprimían
suprimir,1,0,2,0,suprimí
suprimir,2,0,2,0,suprimiste
suprimir,3,0,2,0,suprimió
suprimir,1,1,2,0,suprimimos
suprimir,2,1,2,0,suprimisteis
suprimir,3,1,2,0,suprimieron
suprimir,1,0,1,0,suprimiré
suprimir,2,0,1,0,suprimirás
suprimir,3,0,1,0,suprimirá
suprimir,1,1,1,0,suprimiremos
suprimir,2,1,1,0,suprimiréis
suprimir,3,1,1,0,suprimirán
suprimir,1,0,2,0,suprimiría
suprimir,2,0,2,0,suprimirías
suprimir,3,0,2,0,suprimiría
suprimir,1,1,2,0,suprimiríamos
suprimir,2,1,2,0,suprimiríais
suprimir,3,1,2,0,suprimirían
suprimir,1,0,0,1,suprima
suprimir,2,0,0,1,suprimas
suprimir,3,0,0,1,suprima
suprimir,1,1,0,1,suprimamos
suprimir,2,1,0,1,suprimáis
suprimir,3,1,0,1,supriman
suprimir,1,0,1,1,suprimiera
suprimir,2,0,1,1,suprimieras
suprimir,3,0,1,1,suprimiera
suprimir,1,1,1,1,suprimiéramos
suprimir,2,1,1,1,suprimierais
suprimir,3,1,1,1,suprimieran
suprimir,1,0,1,1,suprimiere
suprimir,2,0,1,1,suprimieres
suprimir,3,0,1,1,suprimiere
suprimir,1,1,1,1,suprimiéremos
suprimir,2,1,1,1,suprimiereis
suprimir,3,1,1,1,suprimieren
suprimir,0,0,0,2,–
suprimir,2,0,0,2,¡suprime!
suprimir,0,0,0,2,¡suprima!
suprimir,1,1,0,2,¡suprimamos!
suprimir,2,1,0,2,¡suprimid!
suprimir,0,0,0,2,¡supriman!
eliminar,1,0,0,0,elimino
eliminar,2,0,0,0,eliminas
eliminar,3,0,0,0,elimina
eliminar,1,1,0,0,eliminamos
eliminar,2,1,0,0,elimináis
eliminar,3,1,0,0,eliminan
eliminar,1,0,1,0,eliminaba
eliminar,2,0,1,0,eliminabas
eliminar,3,0,1,0,eliminaba
eliminar,1,1,1,0,eliminábamos
eliminar,2,1,1,0,eliminabais
eliminar,3,1,1,0,eliminaban
eliminar,1,0,2,0,eliminé
eliminar,2,0,2,0,eliminaste
eliminar,3,0,2,0,eliminó
eliminar,1,1,2,0,eliminamos
eliminar,2,1,2,0,eliminasteis
eliminar,3,1,2,0,eliminaron
eliminar,1,0,1,0,eliminaré
eliminar,2,0,1,0,eliminarás
eliminar,3,0,1,0,eliminará
eliminar,1,1,1,0,eliminaremos
eliminar,2,1,1,0,eliminaréis
eliminar,3,1,1,0,eliminarán
eliminar,1,0,2,0,eliminaría
eliminar,2,0,2,0,eliminarías
eliminar,3,0,2,0,eliminaría
eliminar,1,1,2,0,eliminaríamos
eliminar,2,1,2,0,eliminaríais
eliminar,3,1,2,0,eliminarían
eliminar,1,0,0,1,elimine
eliminar,2,0,0,1,elimines
eliminar,3,0,0,1,elimine
eliminar,1,1,0,1,eliminemos
eliminar,2,1,0,1,eliminéis
eliminar,3,1,0,1,eliminen
eliminar,1,0,1,1,eliminara
eliminar,2,0,1,1,eliminaras
eliminar,3,0,1,1,eliminara
eliminar,1,1,1,1,elimináramos
eliminar,2,1,1,1,eliminarais
eliminar,3,1,1,1,eliminaran
eliminar,1,0,1,1,eliminare
eliminar,2,0,1,1,eliminares
eliminar,3,0,1,1,eliminare
eliminar,1,1,1,1,elimináremos
eliminar,2,1,1,1,eliminareis
eliminar,3,1,1,1,eliminaren
eliminar,0,0,0,2,–
eliminar,2,0,0,2,¡elimina!
eliminar,0,0,0,2,¡elimine!
eliminar,1,1,0,2,¡eliminemos!
eliminar,2,1,0,2,¡eliminad!
eliminar,0,0,0,2,¡eliminen!
borrar,1,0,0,0,borro
borrar,2,0,0,0,borras
borrar,3,0,0,0,borra
borrar,1,1,0,0,borramos
borrar,2,1,0,0,borráis
borrar,3,1,0,0,borran
borrar,1,0,1,0,borraba
borrar,2,0,1,0,borrabas
borrar,3,0,1,0,borraba
borrar,1,1,1,0,borrábamos
borrar,2,1,1,0,borrabais
borrar,3,1,1,0,borraban
borrar,1,0,2,0,borré
borrar,2,0,2,0,borraste
borrar,3,0,2,0,borró
borrar,1,1,2,0,borramos
borrar,2,1,2,0,borrasteis
borrar,3,1,2,0,borraron
borrar,1,0,1,0,borraré
borrar,2,0,1,0,borrarás
borrar,3,0,1,0,borrará
borrar,1,1,1,0,borraremos
borrar,2,1,1,0,borraréis
borrar,3,1,1,0,borrarán
borrar,1,0,2,0,borraría
borrar,2,0,2,0,borrarías
borrar,3,0,2,0,borraría
borrar,1,1,2,0,borraríamos
borrar,2,1,2,0,borraríais
borrar,3,1,2,0,borrarían
borrar,1,0,0,1,borre
borrar,2,0,0,1,borres
borrar,3,0,0,1,borre
borrar,1,1,0,1,borremos
borrar,2,1,0,1,borréis
borrar,3,1,0,1,borren
borrar,1,0,1,1,borrara
borrar,2,0,1,1,borraras
borrar,3,0,1,1,borrara
borrar,1,1,1,1,borráramos
borrar,2,1,1,1,borrarais
borrar,3,1,1,1,borraran
borrar,1,0,1,1,borrare
borrar,2,0,1,1,borrares
borrar,3,0,1,1,borrare
borrar,1,1,1,1,borráremos
borrar,2,1,1,1,borrareis
borrar,3,1,1,1,borraren
borrar,0,0,0,2,–
borrar,2,0,0,2,¡borra!
borrar,0,0,0,2,¡borre!
borrar,1,1,0,2,¡borremos!
borrar,2,1,0,2,¡borrad!
borrar,0,0,0,2,¡borren!
deleitar,1,0,0,0,deleito
deleitar,2,0,0,0,deleitas
deleitar,3,0,0,0,deleita
deleitar,1,1,0,0,deleitamos
deleitar,2,1,0,0,deleitáis
deleitar,3,1,0,0,deleitan
deleitar,1,0,1,0,deleitaba
deleitar,2,0,1,0,deleitabas
deleitar,3,0,1,0,deleitaba
deleitar,1,1,1,0,deleitábamos
deleitar,2,1,1,0,deleitabais
deleitar,3,1,1,0,deleitaban
deleitar,1,0,2,0,deleité
deleitar,2,0,2,0,deleitaste
deleitar,3,0,2,0,deleitó
deleitar,1,1,2,0,deleitamos
deleitar,2,1,2,0,deleitasteis
deleitar,3,1,2,0,deleitaron
deleitar,1,0,1,0,deleitaré
deleitar,2,0,1,0,deleitarás
deleitar,3,0,1,0,deleitará
deleitar,1,1,1,0,deleitaremos
deleitar,2,1,1,0,deleitaréis
deleitar,3,1,1,0,deleitarán
deleitar,1,0,2,0,deleitaría
deleitar,2,0,2,0,deleitarías
deleitar,3,0,2,0,deleitaría
deleitar,1,1,2,0,deleitaríamos
deleitar,2,1,2,0,deleitaríais
deleitar,3,1,2,0,deleitarían
deleitar,1,0,0,1,deleite
deleitar,2,0,0,1,deleites
deleitar,3,0,0,1,deleite
deleitar,1,1,0,1,deleitemos
deleitar,2,1,0,1,deleitéis
deleitar,3,1,0,1,deleiten
deleitar,1,0,1,1,deleitara
deleitar,2,0,1,1,deleitaras
deleitar,3,0,1,1,deleitara
deleitar,1,1,1,1,deleitáramos
deleitar,2,1,1,1,deleitarais
deleitar,3,1,1,1,deleitaran
deleitar,1,0,1,1,deleitare
deleitar,2,0,1,1,deleitares
deleitar,3,0,1,1,deleitare
deleitar,1,1,1,1,deleitáremos
deleitar,2,1,1,1,deleitareis
deleitar,3,1,1,1,deleitaren
deleitar,0,0,0,2,–
deleitar,2,0,0,2,¡deleita!
deleitar,0,0,0,2,¡deleite!
deleitar,1,1,0,2,¡deleitemos!
deleitar,2,1,0,2,¡deleitad!
deleitar,0,0,0,2,¡deleiten!
repartir,1,0,0,0,reparto
repartir,2,0,0,0,repartes
repartir,3,0,0,0,reparte
repartir,1,1,0,0,repartimos
repartir,2,1,0,0,repartís
repartir,3,1,0,0,reparten
repartir,1,0,1,0,repartía
repartir,2,0,1,0,repartías
repartir,3,0,1,0,repartía
repartir,1,1,1,0,repartíamos
repartir,2,1,1,0,repartíais
repartir,3,1,1,0,repartían
repartir,1,0,2,0,repartí
repartir,2,0,2,0,repartiste
repartir,3,0,2,0,repartió
repartir,1,1,2,0,repartimos
repartir,2,1,2,0,repartisteis
repartir,3,1,2,0,repartieron
repartir,1,0,1,0,repartiré
repartir,2,0,1,0,repartirás
repartir,3,0,1,0,repartirá
repartir,1,1,1,0,repartiremos
repartir,2,1,1,0,repartiréis
repartir,3,1,1,0,repartirán
repartir,1,0,2,0,repartiría
repartir,2,0,2,0,repartirías
repartir,3,0,2,0,repartiría
repartir,1,1,2,0,repartiríamos
repartir,2,1,2,0,repartiríais
repartir,3,1,2,0,repartirían
repartir,1,0,0,1,reparta
repartir,2,0,0,1,repartas
repartir,3,0,0,1,reparta
repartir,1,1,0,1,repartamos
repartir,2,1,0,1,repartáis
repartir,3,1,0,1,repartan
repartir,1,0,1,1,repartiera
repartir,2,0,1,1,repartieras
repartir,3,0,1,1,repartiera
repartir,1,1,1,1,repartiéramos
repartir,2,1,1,1,repartierais
repartir,3,1,1,1,repartieran
repartir,1,0,1,1,repartiere
repartir,2,0,1,1,repartieres
repartir,3,0,1,1,repartiere
repartir,1,1,1,1,repartiéremos
repartir,2,1,1,1,repartiereis
repartir,3,1,1,1,repartieren
repartir,0,0,0,2,–
repartir,2,0,0,2,¡reparte!
repartir,0,0,0,2,¡reparta!
repartir,1,1,0,2,¡repartamos!
repartir,2,1,0,2,¡repartid!
repartir,0,0,0,2,¡repartan!
depender,1,0,0,0,dependo
depender,2,0,0,0,dependes
depender,3,0,0,0,depende
depender,1,1,0,0,dependemos
depender,2,1,0,0,dependéis
depender,3,1,0,0,dependen
depender,1,0,1,0,dependía
depender,2,0,1,0,dependías
depender,3,0,1,0,dependía
depender,1,1,1,0,dependíamos
depender,2,1,1,0,dependíais
depender,3,1,1,0,dependían
depender,1,0,2,0,dependí
depender,2,0,2,0,dependiste
depender,3,0,2,0,dependió
depender,1,1,2,0,dependimos
depender,2,1,2,0,dependisteis
depender,3,1,2,0,dependieron
depender,1,0,1,0,dependeré
depender,2,0,1,0,dependerás
depender,3,0,1,0,dependerá
depender,1,1,1,0,dependeremos
depender,2,1,1,0,dependeréis
depender,3,1,1,0,dependerán
depender,1,0,2,0,dependería
depender,2,0,2,0,dependerías
depender,3,0,2,0,dependería
depender,1,1,2,0,dependeríamos
depender,2,1,2,0,dependeríais
depender,3,1,2,0,dependerían
depender,1,0,0,1,dependa
depender,2,0,0,1,dependas
depender,3,0,0,1,dependa
